,Date,states,Cured,Deaths,Confirmed,active_cases,closed_cases,death_rate,recovery_rate
1621,2020-05-05,Kerala,462,4,500,34,466,85.83690990000002,9914.16309
1622,2020-05-05,Ladakh,17,0,41,24,17,0.0,10000.0
1623,2020-05-05,Madhya Pradesh,1000,176,3049,1873,1176,1496.598639,8503.401361
1624,2020-05-05,Maharashtra,2465,583,14541,11493,3048,1912.729659,8087.270340999998
1625,2020-05-05,Manipur,2,0,2,0,2,0.0,10000.0
1626,2020-05-05,Meghalaya,10,1,12,1,11,909.0909091,9090.909091
1627,2020-05-05,Mizoram,0,0,1,1,0,0.0,0.0
1628,2020-05-05,Odisha,60,1,170,109,61,163.9344262,9836.065574
1629,2020-05-05,Puducherry,6,0,9,3,6,0.0,10000.0
1630,2020-05-05,Punjab,128,23,1233,1082,151,1523.178808,8476.821192
1631,2020-05-05,Rajasthan,1394,77,3061,1590,1471,523.453433,9476.546567
1632,2020-05-05,Tamil Nadu,1409,31,3550,2110,1440,215.2777778,9784.722222
1633,2020-05-05,Telengana,585,29,1085,471,614,472.3127036,9527.687296
1634,2020-05-05,Tripura,2,0,29,27,2,0.0,10000.0
1635,2020-05-05,Uttarakhand,39,1,60,20,40,250.0,9750.0
1636,2020-05-05,Uttar Pradesh,944,53,2859,1862,997,531.5947844,9468.405216
1637,2020-05-05,West Bengal,218,133,1259,908,351,3789.173789,6210.826211
1638,2020-05-06,Andaman and Nicobar Islands,32,0,33,1,32,0.0,10000.0
1639,2020-05-06,Andhra Pradesh,589,36,1717,1092,625,576.0,9424.0
1640,2020-05-06,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1641,2020-05-06,Assam,32,1,43,10,33,303.030303,9696.969697
1642,2020-05-06,Bihar,142,4,536,390,146,273.9726027,9726.027397
1643,2020-05-06,Chandigarh,21,1,111,89,22,454.5454545,9545.454545
1644,2020-05-06,Chhattisgarh,36,0,59,23,36,0.0,10000.0
1645,2020-05-06,Dadar Nagar Haveli,0,0,1,1,0,0.0,0.0
1646,2020-05-06,Delhi,1468,64,5104,3572,1532,417.7545692,9582.245431
1647,2020-05-06,Goa,7,0,7,0,7,0.0,10000.0
1648,2020-05-06,Gujarat,1381,368,6245,4496,1749,2104.059463,7895.940537
1649,2020-05-06,Haryana,256,6,548,286,262,229.0076336,9770.992366
1650,2020-05-06,Himachal Pradesh,38,2,42,2,40,500.0,9500.0
1651,2020-05-06,Jammu and Kashmir,320,8,741,413,328,243.902439,9756.097561
1652,2020-05-06,Jharkhand,33,3,125,89,36,833.3333332999998,9166.666667
1653,2020-05-06,Karnataka,331,29,671,311,360,805.5555555999998,9194.444444
1654,2020-05-06,Kerala,462,4,502,36,466,85.83690990000002,9914.16309
1655,2020-05-06,Ladakh,17,0,41,24,17,0.0,10000.0
1656,2020-05-06,Madhya Pradesh,1000,176,3049,1873,1176,1496.598639,8503.401361
1657,2020-05-06,Maharashtra,2819,617,15525,12089,3436,1795.692666,8204.307334000001
1658,2020-05-06,Manipur,2,0,2,0,2,0.0,10000.0
1659,2020-05-06,Meghalaya,10,1,12,1,11,909.0909091,9090.909091
1660,2020-05-06,Mizoram,0,0,1,1,0,0.0,0.0
1661,2020-05-06,Odisha,60,1,175,114,61,163.9344262,9836.065574
1662,2020-05-06,Puducherry,6,0,9,3,6,0.0,10000.0
1663,2020-05-06,Punjab,133,25,1451,1293,158,1582.278481,8417.721519
1664,2020-05-06,Rajasthan,1525,89,3158,1544,1614,551.425031,9448.574969
1665,2020-05-06,Tamil Nadu,1485,33,4058,2540,1518,217.3913043,9782.608696
1666,2020-05-06,Telengana,585,29,1096,482,614,472.3127036,9527.687296
1667,2020-05-06,Tripura,2,0,43,41,2,0.0,10000.0
1668,2020-05-06,Uttarakhand,39,1,61,21,40,250.0,9750.0
1669,2020-05-06,Uttar Pradesh,987,56,2880,1837,1043,536.9127517000002,9463.087248
1670,2020-05-06,West Bengal,364,140,1344,840,504,2777.777778,7222.222222
1671,2020-05-07,Andaman and Nicobar Islands,32,0,33,1,32,0.0,10000.0
1672,2020-05-07,Andhra Pradesh,729,36,1777,1012,765,470.5882353,9529.411765
1673,2020-05-07,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1674,2020-05-07,Assam,32,1,45,12,33,303.030303,9696.969697
1675,2020-05-07,Bihar,188,4,542,350,192,208.3333333,9791.666667
1676,2020-05-07,Chandigarh,21,1,120,98,22,454.5454545,9545.454545
1677,2020-05-07,Chhattisgarh,36,0,59,23,36,0.0,10000.0
1678,2020-05-07,Dadar Nagar Haveli,0,0,1,1,0,0.0,0.0
1679,2020-05-07,Delhi,1542,65,5532,3925,1607,404.4803983,9595.519602
1680,2020-05-07,Goa,7,0,7,0,7,0.0,10000.0
1681,2020-05-07,Gujarat,1500,396,6625,4729,1896,2088.607595,7911.392405
1682,2020-05-07,Haryana,260,7,594,327,267,262.1722846,9737.827715
1683,2020-05-07,Himachal Pradesh,38,2,45,5,40,500.0,9500.0
1684,2020-05-07,Jammu and Kashmir,322,8,775,445,330,242.42424240000003,9757.575758
1685,2020-05-07,Jharkhand,37,3,127,87,40,750.0,9250.0
1686,2020-05-07,Karnataka,354,29,693,310,383,757.1801567000001,9242.819843
1687,2020-05-07,Kerala,469,4,503,30,473,84.5665962,9915.433404
1688,2020-05-07,Ladakh,17,0,41,24,17,0.0,10000.0
1689,2020-05-07,Madhya Pradesh,1099,185,3138,1854,1284,1440.809969,8559.190031
1690,2020-05-07,Maharashtra,3094,651,16758,13013,3745,1738.317757,8261.682243000001
1691,2020-05-07,Manipur,2,0,2,0,2,0.0,10000.0
1692,2020-05-07,Meghalaya,10,1,12,1,11,909.0909091,9090.909091
1693,2020-05-07,Mizoram,0,0,1,1,0,0.0,0.0
1694,2020-05-07,Odisha,61,2,185,122,63,317.4603175,9682.539683
1695,2020-05-07,Puducherry,6,0,9,3,6,0.0,10000.0
1696,2020-05-07,Punjab,135,27,1516,1354,162,1666.666667,8333.333333
1697,2020-05-07,Rajasthan,1596,92,3317,1629,1688,545.0236967000002,9454.976303
1698,2020-05-07,Tamil Nadu,1516,35,4829,3278,1551,225.660864,9774.339136
1699,2020-05-07,Telengana,628,29,1107,450,657,441.4003044,9558.599696
1700,2020-05-07,Tripura,2,0,43,41,2,0.0,10000.0
1701,2020-05-07,Uttarakhand,39,1,61,21,40,250.0,9750.0
1702,2020-05-07,Uttar Pradesh,1130,60,2998,1808,1190,504.2016807,9495.798319
1703,2020-05-07,West Bengal,364,144,1456,948,508,2834.645669,7165.354331000001
1704,2020-05-08,Andaman and Nicobar Islands,33,0,33,0,33,0.0,10000.0
1705,2020-05-08,Andhra Pradesh,780,38,1847,1029,818,464.5476773,9535.452323
1706,2020-05-08,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1707,2020-05-08,Assam,34,1,54,19,35,285.7142857,9714.285714
1708,2020-05-08,Bihar,246,5,550,299,251,199.2031873,9800.796813
1709,2020-05-08,Chandigarh,21,1,135,113,22,454.5454545,9545.454545
1710,2020-05-08,Chhattisgarh,38,0,59,21,38,0.0,10000.0
1711,2020-05-08,Dadar Nagar Haveli,0,0,1,1,0,0.0,0.0
1712,2020-05-08,Delhi,1931,66,5980,3983,1997,330.4957436,9669.504256
1713,2020-05-08,Goa,7,0,7,0,7,0.0,10000.0
1714,2020-05-08,Gujarat,1709,425,7012,4878,2134,1991.565136,8008.434864
1715,2020-05-08,Haryana,260,7,625,358,267,262.1722846,9737.827715
1716,2020-05-08,Himachal Pradesh,38,2,46,6,40,500.0,9500.0
1717,2020-05-08,Jammu and Kashmir,335,9,793,449,344,261.627907,9738.372093
1718,2020-05-08,Jharkhand,41,3,132,88,44,681.8181818,9318.181818
1719,2020-05-08,Karnataka,366,30,705,309,396,757.5757576000002,9242.424242
1720,2020-05-08,Kerala,474,4,503,25,478,83.6820084,9916.317992
1721,2020-05-08,Ladakh,17,0,42,25,17,0.0,10000.0
1722,2020-05-08,Madhya Pradesh,1231,193,3252,1828,1424,1355.337079,8644.662921
1723,2020-05-08,Maharashtra,3301,694,17974,13979,3995,1737.171464,8262.828535999999
1724,2020-05-08,Manipur,2,0,2,0,2,0.0,10000.0
1725,2020-05-08,Meghalaya,10,1,12,1,11,909.0909091,9090.909091
1726,2020-05-08,Mizoram,0,0,1,1,0,0.0,0.0
1727,2020-05-08,Odisha,62,2,219,155,64,312.5,9687.5
1728,2020-05-08,Puducherry,6,0,9,3,6,0.0,10000.0
1729,2020-05-08,Punjab,149,28,1644,1467,177,1581.9209039999996,8418.079096
1730,2020-05-08,Rajasthan,1596,97,3427,1734,1693,572.9474306,9427.052569
1731,2020-05-08,Tamil Nadu,1547,37,5409,3825,1584,233.5858586,9766.414141
1732,2020-05-08,Telengana,650,29,1123,444,679,427.0986745,9572.901325
1733,2020-05-08,Tripura,2,0,65,63,2,0.0,10000.0
1734,2020-05-08,Uttarakhand,39,1,61,21,40,250.0,9750.0
1735,2020-05-08,Uttar Pradesh,1250,62,3071,1759,1312,472.5609756,9527.439024
1736,2020-05-08,West Bengal,364,151,1548,1033,515,2932.0388350000007,7067.9611650000015
1737,2020-01-30,India,0,0,1,1,0,0.0,0.0
1738,2020-01-31,India,0,0,1,1,0,0.0,0.0
1739,2020-02-01,India,0,0,2,2,0,0.0,0.0
1740,2020-02-02,India,0,0,3,3,0,0.0,0.0
1741,2020-02-03,India,0,0,3,3,0,0.0,0.0
1742,2020-02-04,India,0,0,3,3,0,0.0,0.0
1743,2020-02-05,India,0,0,3,3,0,0.0,0.0
1744,2020-02-06,India,0,0,3,3,0,0.0,0.0
1745,2020-02-07,India,0,0,3,3,0,0.0,0.0
1746,2020-02-08,India,0,0,3,3,0,0.0,0.0
1747,2020-02-09,India,0,0,3,3,0,0.0,0.0
1748,2020-02-10,India,0,0,3,3,0,0.0,0.0
1749,2020-02-11,India,0,0,3,3,0,0.0,0.0
1750,2020-02-12,India,0,0,3,3,0,0.0,0.0
1751,2020-02-13,India,0,0,3,3,0,0.0,0.0
1752,2020-02-14,India,0,0,3,3,0,0.0,0.0
1753,2020-02-15,India,0,0,3,3,0,0.0,0.0
1754,2020-02-16,India,0,0,3,3,0,0.0,0.0
1755,2020-02-17,India,0,0,3,3,0,0.0,0.0
1756,2020-02-18,India,0,0,3,3,0,0.0,0.0
1757,2020-02-19,India,0,0,3,3,0,0.0,0.0
1758,2020-02-20,India,0,0,3,3,0,0.0,0.0
1759,2020-02-21,India,0,0,3,3,0,0.0,0.0
1760,2020-02-22,India,0,0,3,3,0,0.0,0.0
1761,2020-02-23,India,0,0,3,3,0,0.0,0.0
1762,2020-02-24,India,0,0,3,3,0,0.0,0.0
1763,2020-02-25,India,0,0,3,3,0,0.0,0.0
1764,2020-02-26,India,0,0,3,3,0,0.0,0.0
1765,2020-02-27,India,0,0,3,3,0,0.0,0.0
1766,2020-02-28,India,0,0,3,3,0,0.0,0.0
1767,2020-02-29,India,0,0,3,3,0,0.0,0.0
1768,2020-03-01,India,0,0,3,3,0,0.0,0.0
1769,2020-03-02,India,0,0,5,5,0,0.0,0.0
1770,2020-03-03,India,3,0,6,3,3,0.0,100.0
1771,2020-03-04,India,3,0,28,25,3,0.0,100.0
1772,2020-03-05,India,3,0,30,27,3,0.0,100.0
1773,2020-03-06,India,3,0,31,28,3,0.0,100.0
1774,2020-03-07,India,3,0,34,31,3,0.0,100.0
1775,2020-03-08,India,3,0,39,36,3,0.0,100.0
1776,2020-03-09,India,3,0,46,43,3,0.0,100.0
1777,2020-03-10,India,3,0,58,55,3,0.0,100.0
1778,2020-03-11,India,3,0,60,57,3,0.0,100.0
1779,2020-03-12,India,3,0,74,71,3,0.0,100.0
1780,2020-03-13,India,3,1,81,77,4,25.0,75.0
1781,2020-03-14,India,10,2,84,72,12,16.66666667,83.33333333
1782,2020-03-15,India,13,2,110,95,15,13.33333333,86.66666667
1783,2020-03-16,India,13,2,114,99,15,13.33333333,86.66666667
1784,2020-03-17,India,14,3,137,120,17,17.64705882,82.35294118
1785,2020-03-18,India,14,3,151,134,17,17.64705882,82.35294118
1786,2020-03-19,India,20,4,173,149,24,16.66666667,83.33333333
1787,2020-03-20,India,23,4,223,196,27,14.81481481,85.18518519
1788,2020-03-21,India,23,4,283,256,27,14.81481481,85.18518519
1789,2020-03-22,India,24,7,360,329,31,22.58064516,77.41935484
1790,2020-03-23,India,24,7,433,402,31,22.58064516,77.41935484
1791,2020-03-24,India,40,9,519,470,49,18.36734694,81.63265306
1792,2020-03-25,India,43,10,606,553,53,18.86792453,81.13207547
1793,2020-03-26,India,45,15,694,634,60,25.0,75.0
1794,2020-03-27,India,67,17,724,640,84,20.23809524,79.76190476
1795,2020-03-28,India,80,19,909,810,99,19.19191919,80.80808081
1796,2020-03-29,India,96,27,1024,901,123,21.95121951,78.04878049
1797,2020-03-30,India,102,31,1251,1118,133,23.30827068,76.69172932
1798,2020-03-31,India,124,35,1397,1238,159,22.01257862,77.98742138
1799,2020-04-01,India,144,41,1834,1649,185,22.16216216,77.83783784
1800,2020-04-02,India,156,53,2069,1860,209,25.35885167,74.64114833
1801,2020-04-03,India,163,62,2547,2322,225,27.55555556,72.44444444
1802,2020-04-04,India,213,75,3072,2784,288,26.04166667,73.95833333
1803,2020-04-05,India,275,83,3577,3219,358,23.18435754,76.81564246
1804,2020-04-06,India,319,111,4281,3851,430,25.81395349,74.18604651
1805,2020-04-07,India,353,124,4789,4312,477,25.99580713,74.00419287
1806,2020-04-08,India,411,149,5274,4714,560,26.60714286,73.39285714
1807,2020-04-09,India,478,169,5865,5218,647,26.12055641,73.87944359
1808,2020-04-10,India,516,206,6761,6039,722,28.53185596,71.46814404
1809,2020-04-11,India,653,242,7529,6634,895,27.03910615,72.96089385
1810,2020-04-12,India,765,273,8447,7409,1038,26.30057803,73.69942197
1811,2020-04-13,India,980,324,9352,8048,1304,24.84662577,75.15337423
1812,2020-04-14,India,1190,353,10815,9272,1543,22.87751134,77.12248866
1813,2020-04-15,India,1344,392,11933,10197,1736,22.58064516,77.41935484
1814,2020-04-16,India,1515,420,12759,10824,1935,21.70542636,78.29457364
1815,2020-04-17,India,1767,452,13835,11616,2219,20.36953583,79.63046417
1816,2020-04-18,India,2015,488,14792,12289,2503,19.49660408,80.50339592
1817,2020-04-19,India,2302,519,16116,13295,2821,18.3977313,81.60226870000002
1818,2020-04-20,India,2842,559,17656,14255,3401,16.43634225,83.56365775
1819,2020-04-21,India,3260,603,18985,15122,3863,15.60962982,84.39037018
1820,2020-04-22,India,3960,652,20471,15859,4612,14.13703382,85.86296618
1821,2020-04-23,India,4325,686,21700,16689,5011,13.68988226,86.31011774
1822,2020-04-24,India,4814,723,23452,17915,5537,13.05761243,86.94238757
1823,2020-04-25,India,5210,779,24893,18904,5989,13.00717983,86.99282017
1824,2020-04-26,India,5914,826,26605,19865,6740,12.25519288,87.74480712
1825,2020-04-27,India,6362,886,28160,20912,7248,12.22406181,87.77593819
1826,2020-04-28,India,7027,937,29834,21870,7964,11.7654445,88.2345555
1827,2020-04-29,India,7797,1008,31709,22904,8805,11.44804089,88.55195911
1828,2020-04-30,India,8373,1075,33330,23882,9448,11.37806943,88.62193057
1829,2020-05-01,India,9065,1152,34972,24755,10217,11.27532544,88.72467456
1830,2020-05-02,India,9951,1218,37157,25988,11169,10.90518399,89.09481601
1831,2020-05-03,India,10887,1306,40124,27931,12193,10.71106373,89.28893627
1832,2020-05-04,India,11762,1389,42836,29685,13151,10.56193445,89.43806555
1833,2020-05-05,India,13161,1583,46711,31967,14744,10.73657081,89.26342919
1834,2020-05-06,India,14183,1694,49391,33514,15877,10.66952195,89.33047805
1835,2020-05-07,India,15267,1783,52952,35902,17050,10.45747801,89.54252199
1836,2020-05-08,India,16540,1886,56342,37916,18426,10.23553674,89.76446326
